Year,Month,Day,Hour,Minute,Temperature daily mean [2 m above gnd],Total Precipitation daily sum [sfc],Total cloud cover daily mean [sfc],Shortwave Radiation - backwards daily sum [sfc],Wind,Wind direction daily mean [10 m above gnd],Temperature daily max [2 m above gnd],Temperature daily min [2 m above gnd],Total cloud cover daily max [sfc],Total cloud cover daily min [sfc],Wind speed daily max [10 m above gnd],Wind speed daily min [10 m above gnd]
2016,10,15,0,0,13.59,0,16.73,3608.06,6.12,194.45,17.91,9.82,100,0,11.88,1.08
2016,10,16,0,0,13.79,0,42.46,3621.41,11.29,121.1,20.87,7.53,100,0,17.42,7.39
2016,10,17,0,0,15.25,7,97.17,2073.7,8.68,213.53,19.11,12.39,100,73,14.26,3.1
2016,10,18,0,0,13.29,2.1,83.67,2543.62,8.24,235.65,16.02,11.67,100,10,15.91,2.16
2016,10,19,0,0,11.34,1.4,81,2852.45,14.9,263.32,13.25,8.89,100,0,21.96,8.5
2016,10,20,0,0,9.61,1.4,74.42,2532.05,16.09,260.2,12.36,6.94,100,0,21.65,11.97
2016,10,21,0,0,9.25,5.8,84.25,2171.6,15.54,268.21,11.21,6.61,100,0,21.32,9.03
2016,10,22,0,0,8.13,0,40.5,3383.78,4.26,216.99,12.79,4.36,100,0,8.35,1.44
2016,10,23,0,0,9.19,1,92.1,940.73,15.07,120.96,12.67,5.47,100,4.5,20.47,7.29
2016,10,24,0,0,14.11,1.5,81.79,1819.16,15.4,131.67,20.66,6.93,100,18,24.68,5.35
2016,10,25,0,0,14.46,10.2,97.08,1623.36,5.66,277.5,17.51,11.91,100,30,15.99,0.72
2016,10,26,0,0,12.33,0,62.12,2333.58,5.92,317.05,15.71,9.34,100,0,11.3,0.72
2016,10,27,0,0,10.52,0,44.94,2616.6,4.2,253.71,14.75,8.08,100,0,7.64,0.51
2016,10,28,0,0,10.46,0,15.76,3122.12,4.92,220.29,15.52,6.34,44,0,10.23,1.48
2016,10,29,0,0,10.31,0,21.17,2912.08,3.95,228.55,16.02,5.52,100,0,8.47,0
2016,10,30,0,0,9.13,0,18.62,2963.7,4.09,202.27,14.84,4.79,100,0,8.89,1.14
2016,10,31,0,0,9.79,0,24.14,2897.84,3.83,175.04,15.47,5.54,100,0,13.04,0.36
2016,11,1,0,0,11.13,0,1.99,2903.18,7.67,165.91,17.34,6.33,6.9,0,14.19,0
2016,11,2,0,0,10.19,0.1,71.96,1436.46,10.31,276.06,12.64,7.31,100,4.5,17.55,4.51
2016,11,3,0,0,6.17,0,25.17,2876.48,5.23,179.51,10.83,2.45,100,0,9.18,1.94
2016,11,4,0,0,8.26,0.3,53.76,2712.72,8.68,121.25,14.32,1.47,100,3.6,18.36,4.61
2016,11,5,0,0,11.99,8.9,100,643.47,11.15,233.15,15.56,8.89,100,100,25.28,3.4
2016,11,6,0,0,6.47,2.5,81.33,1678.54,13.57,279.12,8.48,3.77,100,18,16.45,9.39
2016,11,7,0,0,3.65,1.3,50.21,1236.21,10.79,233.37,5.98,0.94,100,0,16.58,5.8
2016,11,8,0,0,3.09,0.4,64.33,1788.01,10.22,214.72,7.52,-0.57,100,0,17.02,1.61
2016,11,9,0,0,3.79,4.8,70.08,477.93,22.12,208.47,7.76,0.24,100,0,39.83,7.65
2016,11,10,0,0,7.17,7,87.42,1119.62,25.35,263.69,9.18,5.21,100,17,39.56,10.82
2016,11,11,0,0,6.33,5.3,84.04,1375.94,24.38,287.06,8.21,4.73,100,0,31.85,15.95
2016,11,12,0,0,4.46,0.6,57.6,2090.61,7.45,183.59,7.76,2.46,100,0,13.89,2.19
2016,11,13,0,0,6.07,0,94.62,1787.12,10.49,105.97,10.47,1.53,100,32,15.99,4.9
2016,11,14,0,0,2.72,0,16.05,2340.7,4.49,222.28,5.23,0.09,100,0,10.08,0.72
2016,11,15,0,0,5.39,0,84.6,1660.74,4.98,200.73,9.33,1.3,100,5.1,11.66,2.52
2016,11,16,0,0,9.62,3.6,100,1043.97,7.17,197.89,13.31,6.87,100,100,16.3,0
2016,11,17,0,0,11.79,1.2,60.95,2010.51,18.34,245.34,14.37,10.15,100,0.3,29.12,10.64
2016,11,18,0,0,11.85,2.5,83.45,1789.79,23.1,239.64,15.96,7.5,100,3.9,37.67,6.13
2016,11,19,0,0,7.34,4.3,75.78,1570.85,11.41,205.87,8.93,5.06,100,4.2,25.76,4.39
2016,11,20,0,0,6.96,0,49.74,2218.77,17.76,143.24,14.54,0.53,100,1.5,32.04,9.79
2016,11,21,0,0,9.18,0,100,340.87,11.88,117.37,12.77,3.61,100,100,15.63,7.1
2016,11,22,0,0,10.43,0,96.29,992.35,6.79,191.28,14.42,7.89,100,43,16.62,1.61
2016,11,23,0,0,11.19,0.1,77.86,1636.71,5.82,190.9,15.56,9,100,7.2,10.51,1.44
2016,11,24,0,0,8.43,0,50,1557.5,4.43,235.36,10.9,5.82,100,2.4,8.56,0.72
2016,11,25,0,0,6.76,1.5,100,1162.34,5.23,245.03,8.14,5.02,100,100,7.9,2.28
2016,11,26,0,0,8.57,0.8,67.98,1540.59,4.44,134.37,11.5,6.53,100,0,7.7,1.14
2016,11,27,0,0,7.28,0,82.58,1378.61,7.14,204.7,9.54,4.47,100,6,14.33,1.84
2016,11,28,0,0,2.77,0,17.33,2068.36,20.74,80.19,5.96,-0.01,100,0,28.64,12.31
2016,11,29,0,0,0.85,0,0,2022.08,11.79,130.34,4.35,-1.16,0,0,25.22,1.08
2016,11,30,0,0,2.57,0,1.34,1944.65,6.46,150.76,7.2,-1.15,19,0,13.48,1.44
2016,12,1,0,0,4.01,0,2.35,1947.32,4.71,216.78,7.6,1.51,13,0,8.43,0.8
2016,12,2,0,0,2.7,0,1.39,1940.2,3.46,175.18,5.89,0.01,5.7,0,6.99,0
2016,12,3,0,0,1.83,0,24.42,1894.81,6.43,124.51,7.31,-0.64,100,0,14.78,0
2016,12,4,0,0,1.73,0,4.21,1864.55,12.29,116.13,6.39,-0.36,27,0,16.92,7.42
2016,12,5,0,0,2.68,0,0,1838.74,9.75,108.99,7.97,-1.4,0,0,12.41,6.48
2016,12,6,0,0,4.15,0,1.12,1880.57,4.99,117.31,9.16,1.26,6,0,7.29,0.51
2016,12,7,0,0,3.78,0,17.86,1883.24,4.25,128.93,8.8,0.65,100,0,9.36,0
2016,12,8,0,0,5.98,0,11.31,1892.14,6.68,109.5,9.99,2.55,77,0,8.85,3.32
2016,12,9,0,0,7,0,34.81,1673.2,5.84,120.11,9.41,5.31,100,0,7.63,3.42
2016,12,10,0,0,6.89,0,2.25,1789.79,4.98,138.64,8.82,4.74,54,0,7.56,1.02
2016,12,11,0,0,4.67,0,33.47,1120.51,7.84,207.12,7.96,3.28,100,0,12.31,2.9
2016,12,12,0,0,3.81,0,67.45,1680.32,7.67,161.75,7.18,1.77,100,1.2,11.18,0.36
2016,12,13,0,0,4.24,0,29.41,1628.7,6.22,112.52,8.2,1.35,100,0,10.74,3.98
2016,12,14,0,0,5.05,0,3.92,1723.93,8.14,111.39,8.52,3.17,40,0,9.96,6.12
2016,12,15,0,0,3.97,0,1.44,1784.45,8.09,112.91,8.45,1.66,5.7,0,12.18,6.15
2016,12,16,0,0,2.72,0,10.4,1800.47,13.79,111.06,7.6,0.18,28,4.2,21.6,5.96
2016,12,17,0,0,4.2,0,51.62,1634.93,4.54,146.93,8.49,-0.31,100,6,6.61,1.14
2016,12,18,0,0,3.83,0,61.46,1690.11,4.74,273.72,5.92,1.64,100,0,9.59,0.51
2016,12,19,0,0,2.33,0,65.62,1613.57,6.42,141.93,6.8,-0.67,100,0,17.41,2.04
2016,12,20,0,0,1.28,0,27.03,1779.11,4.88,228.93,6.32,-2.43,100,0,11.97,0.36
2016,12,21,0,0,3.52,0,8.87,1717.7,3.45,180.06,6.2,1.21,83,0,7.57,0.51
2016,12,22,0,0,5.35,0.1,27.68,1729.27,5.39,139.43,8.49,2,100,0,8.83,2.52
2016,12,23,0,0,6.66,0.8,87.7,1096.48,3.42,214.39,7.99,5.05,100,0.6,7.9,0.51
2016,12,24,0,0,7.5,0.2,87.5,1157,11.01,242.35,11.08,4.86,100,6.9,26.8,0.51
2016,12,25,0,0,7.86,0,71.83,1120.51,13.57,260.96,10.78,6.08,100,0,20.52,5.15
2016,12,26,0,0,8.52,0.5,84.38,1382.17,12.35,250.79,11.88,6.42,100,0,21.96,5.96
2016,12,27,0,0,3.24,0,21.2,1757.75,3.98,225.33,5.8,-0.07,100,0,7.42,0.36
2016,12,28,0,0,2.06,0,0,1770.21,3.9,102.83,6.31,-0.47,0,0,7.42,0.8
2016,12,29,0,0,1.25,0,2.54,1792.46,7.12,183.15,4.06,-0.66,15,0,12.24,3.26
2016,12,30,0,0,1.52,0,0,1793.35,6.32,112.79,5.11,-1.42,0,0,10.88,2.41
2016,12,31,0,0,3.01,0,0,1806.7,5.49,118.41,5.01,1.8,0,0,8.23,3.76
